('失敗作の灰', 0.10539604880006007)
('(魔法の道具)', 0.06270881636914954)
('(重要)', 0.040330167096745945)
('(エリキシル)', 0.03648828772469065)
('(装飾品)', 0.0344808437154083)
('賢者の石', 0.027285465558607724)
('(薬品)', 0.02688764740681478)
('(爆弾)', 0.023194467995822584)
('(金属)', 0.01904992737626737)
('妖精の錬金釜', 0.017443149385683577)
('古代の錬金釜', 0.017443149385683577)
('(薬の材料)', 0.014070453734003778)
('(布)', 0.014027534183612448)
('(神秘の力)', 0.013944148737628531)
('(食品)', 0.013603856177115186)
('アトリエテント', 0.013139348547677976)
('ハニーシロップ', 0.012817830057216775)
('マナフェザー', 0.011946596435960272)
('(動物素材)', 0.007926030722734824)
('(燃料)', 0.007071299879182632)
('(粘土)', 0.006967777026693662)
('(防具素材)', 0.0068161300401854644)
('(食材)', 0.0068018720801465374)
('万薬のもと', 0.0065545244370910334)
('(植物類)', 0.006517269417254134)
('(水)', 0.006226216993845496)
('(宝石)', 0.006199343027939174)
('神の落し物', 0.0060869979051334)
('(紙)', 0.006067116159762103)
('(鉱石)', 0.006057508164768713)
('天界の大掃除', 0.006046568096598114)
('原初の種火', 0.005822962794206703)
('終末の種火', 0.005822962794206703)
('プレーンワッフル', 0.0058179470953016)
('試作型栄養剤', 0.0058120923832469945)
('英雄降ろしの丸薬', 0.005511163056545163)
('聡者の標', 0.005147996745509409)
('ヴェルベティス', 0.004830696554084596)
('(毒の材料)', 0.00475517046670861)
('(武器素材)', 0.004751649023664552)
('生命の蜜', 0.004722791923306115)
('深紅の石', 0.004672982351213502)
('神秘の霊薬', 0.004488067214399532)
('(お菓子)', 0.004473630751280312)
('(糸素材)', 0.0041849985133714275)
('(火薬)', 0.004120576788296721)
('(中和剤)', 0.004109652347786246)
('生命のバングル', 0.004067241433550626)
('モノクログラス', 0.004006398527682776)
('(木材)', 0.0035516734598808374)
('達人の錬金釜', 0.0034670682729372503)
('同調の錬金釜', 0.003398925092886383)
('万能厄除け香', 0.003304150765416885)
('天然酵母', 0.0032240118589639704)
('そよ風のアロマ', 0.003212764183510345)
('ソフィナンシェ', 0.003079037798018263)
('小悪魔のいたずら', 0.003072509622154572)
('おばあちゃんの錬金釜', 0.0030083553543770857)
('練習用の錬金釜', 0.0030083553543770857)
('ドナークリスタル', 0.0029754795038951657)
('ベーグルサンド', 0.0029609145391014833)
('最高級ホットミルク', 0.0029450376267409154)
('エンゼルリボン', 0.0028845773324918714)
('妖精の道標', 0.0028794479539980605)
('死霊使いの笛', 0.0028756299586295444)
('緑を育む活性土', 0.002839799429689159)
('万能促進剤', 0.0027871381073809537)
('リフュールボトル', 0.0027827446980681126)
('先見の水晶玉', 0.0026892576850669095)
('幽世の羅針盤', 0.0026861891625220334)
('魔法使いの笛', 0.002660889848082918)
('精霊織りの帳', 0.0026447492597225907)
('魔除けの護符', 0.002637045758046702)
('鍛錬のお守り', 0.00261037717916505)
('心眼のモノクル', 0.0026078706621441477)
('スプルース', 0.002583423973474859)
('クリアドロップ', 0.002577359807266804)
('グナーデリング', 0.002554980763281308)
('勝者のお守り', 0.002537031434437502)
('クラフト', 0.0025326464409845544)
('緊急退避バッグ', 0.002509983231271635)
('オリフラム', 0.0025097724970527605)
('封じの白本', 0.0024297315377315473)
('ヘクセ・アウリス', 0.0023971096580819)
('精密な部品', 0.002393682154302473)
('エレメントガード', 0.00233765273528074)
('天使のささやき', 0.0023143021113722255)
('ゴルトアイゼン', 0.002293764904888334)
('クロニクルマーク', 0.0022919070267371174)
('アンブロシアの花冠', 0.0022853040822528583)
('時操りの砂時計', 0.00227779894866668)
('旅人の靴', 0.00223918747859872)
('友愛のペルソナ', 0.0022234679373284464)
('白熱はちまき', 0.002215934668806955)
('ハルモニウム', 0.0021975921693250925)
('フェアハイト', 0.0021620215681518334)
('ハートペンダント', 0.0021521541778025234)
('束ねた金糸', 0.002148439729132978)
('モフコット', 0.002120451702024903)
('シルヴァリア', 0.0021161702587487443)
('生きてる荷車', 0.0020865159868599477)
('物霊のイヤリング', 0.0020802789626286804)
('ハッスルベルト', 0.002047427153319425)
('賢き者の土', 0.0020460180147327026)
('マイスターミトン', 0.002038845749844255)
('フラム', 0.0020330796461439852)
('錬金粘土', 0.002024770890742816)
('シュタルレヘルン', 0.0020122432540113306)
('フリューゲル', 0.002001937790222825)
('クロース', 0.001985685673573947)
('摘み取り軍手', 0.001985685673573947)
('ルビリウム', 0.001981404230297789)
('ピロソティー', 0.0019573464436176756)
('万物の写本', 0.0019453001042680326)
('メルクリウスの瞳', 0.0019260100416348981)
('ソティー', 0.0019205702705535636)
('魂盟の針', 0.0019198253898035497)
('プニプニ弾', 0.0019168449602932232)
('ガイストアイゼン', 0.0019140831615969745)
('ラーメル麦粉', 0.0018544986465230612)
('シュタルメタル', 0.0018451278857764385)
('不幸の瓶詰め', 0.0018357237693689083)
('ノーブルサファイア', 0.001831388907855841)
('錬金ドロップ', 0.001817831423721219)
('エアリスブローチ', 0.0018117766610285153)
('山師の薬', 0.0017920852458705035)
('ドナーストーン', 0.0017913670410810655)
('炎帝の粉', 0.001737970885950289)
('うに袋', 0.001734494381537045)
('真理の鍵', 0.001721817683172935)
('深緑の羽飾り', 0.0017217798076709168)
('人形師の糸', 0.0017180653590013716)
('リフレッシュオイル', 0.0017070126489900444)
('ミネラルエキス', 0.0017063906571455818)
('アダールクロス', 0.001693966667839025)
('ブリッツライト', 0.0016856661324188634)
('インゴット', 0.001684918967705687)
('ピュアウォーター', 0.0016524052470002007)
('中和剤・黄', 0.0016502933329016387)
('雪花水晶', 0.001641719929379836)
('日輪の雫', 0.0016330272082802156)
('精霊の涙', 0.0016223398676835515)
('素朴な焼き菓子', 0.0016198453521909996)
('アプコール', 0.0016198453521909996)
('特製バックパック', 0.0016170527831878183)
('ゼッテル', 0.0015978789669844472)
('火竜の気付け薬', 0.001596897177770862)
('夕闇の雫', 0.001569246447409259)
('中和剤・赤', 0.0014621311493199065)
('中和剤・緑', 0.0014581261180498528)
('レヘルン', 0.0014537327087370115)
('プニゼリー', 0.0014133029002017248)
('中和剤・青', 0.0013828731900982897)
('ハチミツ', 0.0012933343338406976)
('魔法の草', 0.0009514324422296701)
('コバルト草', 0.0009514324422296701)
('妖精の毒草', 0.0009514324422296701)
('ミスティックハーブ', 0.0009514324422296701)
('夕焼け草', 0.0009514324422296701)
('五日ヅル', 0.0009514324422296701)
('峰綿花', 0.0009514324422296701)
('苔むした流木', 0.0009514324422296701)
('キーファ', 0.0009514324422296701)
('アルタル', 0.0009514324422296701)
('紅草', 0.0009514324422296701)
('シロヒメクサ', 0.0009514324422296701)
('常世の仙花', 0.0009514324422296701)
('ドンケルハイト', 0.0009514324422296701)
('ドンケルシュテルン', 0.0009514324422296701)
('アイゼン鉱', 0.0009514324422296701)
('ライデン鉱', 0.0009514324422296701)
('クプルフ鉱', 0.0009514324422296701)
('カーエン石', 0.0009514324422296701)
('ハクレイ石', 0.0009514324422296701)
('ソウルストン', 0.0009514324422296701)
('黒の燃球', 0.0009514324422296701)
('妖精の土だんご', 0.0009514324422296701)
('湖底の土', 0.0009514324422296701)
('海底の土', 0.0009514324422296701)
('古い石版', 0.0009514324422296701)
('砕けた石材', 0.0009514324422296701)
('古代の石柱', 0.0009514324422296701)
('くすぶる鍛石', 0.0009514324422296701)
('ファーデンライト', 0.0009514324422296701)
('夜水晶', 0.0009514324422296701)
('輝く原石', 0.0009514324422296701)
